"model","rep","total_blens","mean_blens","blens","system"
"best","1","0.896796","0.1793592",1.6,"SR"
"best","2","4.60824","0.921648",1.6,"SR"
"best","3","5.36328","1.072656",1.6,"SR"
"best","4","4.003361","0.8006722",1.6,"SR"
"best","5","3.34778","0.669556",1.6,"SR"
"best","6","5.208974","1.0417948",1.6,"SR"
"best","7","3.452516","0.6905032",1.6,"SR"
"best","8","6.740184","1.3480368",1.6,"SR"
"best","9","6.310563","1.2621126",1.6,"SR"
"best","10","3.115928","0.6231856",1.6,"SR"
"best","11","4.540069","0.9080138",1.6,"SR"
"best","12","6.094322","1.2188644",1.6,"SR"
"best","13","3.473999","0.6947998",1.6,"SR"
"best","14","7.313531","1.4627062",1.6,"SR"
"best","15","6.8724","1.37448",1.6,"SR"
"best","16","2.689592","0.5379184",1.6,"SR"
"best","17","4.882917","0.9765834",1.6,"SR"
"best","18","6.825016","1.3650032",1.6,"SR"
"best","19","7.223993","1.4447986",1.6,"SR"
"best","20","6.816787","1.3633574",1.6,"SR"
"best","21","3.384339","0.6768678",1.6,"SR"
"best","22","6.096867","1.2193734",1.6,"SR"
"best","23","4.545748","0.9091496",1.6,"SR"
"best","24","3.165035","0.633007",1.6,"SR"
"best","25","4.000675","0.800135",1.6,"SR"
"best","26","9.678458","1.9356916",1.6,"SR"
"best","27","4.650559","0.9301118",1.6,"SR"
"best","28","2.559856","0.5119712",1.6,"SR"
"best","29","4.755069","0.9510138",1.6,"SR"
"best","30","4.848966","0.9697932",1.6,"SR"
"best","31","5.334283","1.0668566",1.6,"SR"
"best","32","0.995022","0.1990044",1.6,"SR"
"best","33","3.182691","0.6365382",1.6,"SR"
"best","34","8.254239","1.6508478",1.6,"SR"
"best","35","4.276376","0.8552752",1.6,"SR"
"best","36","5.508266","1.1016532",1.6,"SR"
"best","37","4.016051","0.8032102",1.6,"SR"
"best","38","4.367858","0.8735716",1.6,"SR"
"best","39","7.791611","1.5583222",1.6,"SR"
"best","40","3.78608","0.757216",1.6,"SR"
"best","41","5.344534","1.0689068",1.6,"SR"
"best","42","6.135696","1.2271392",1.6,"SR"
"best","43","3.902745","0.780549",1.6,"SR"
"best","44","6.907452","1.3814904",1.6,"SR"
"best","45","6.85217","1.370434",1.6,"SR"
"best","46","4.378645","0.875729",1.6,"SR"
"best","47","5.487049","1.0974098",1.6,"SR"
"best","48","4.839994","0.9679988",1.6,"SR"
"best","49","4.197524","0.8395048",1.6,"SR"
"best","50","3.9058","0.78116",1.6,"SR"
"best","51","4.75544","0.951088",1.6,"SR"
"best","52","7.541414","1.5082828",1.6,"SR"
"best","53","4.477769","0.8955538",1.6,"SR"
"best","54","2.601063","0.5202126",1.6,"SR"
"best","55","3.523929","0.7047858",1.6,"SR"
"best","56","3.728299","0.7456598",1.6,"SR"
"best","57","4.302412","0.8604824",1.6,"SR"
"best","58","4.13673","0.827346",1.6,"SR"
"best","59","1.427545","0.285509",1.6,"SR"
"best","60","3.136876","0.6273752",1.6,"SR"
"best","61","3.642101","0.7284202",1.6,"SR"
"best","62","2.743343","0.5486686",1.6,"SR"
"best","63","4.259034","0.8518068",1.6,"SR"
"best","64","6.900762","1.3801524",1.6,"SR"
"best","65","2.686575","0.537315",1.6,"SR"
"best","66","3.760174","0.7520348",1.6,"SR"
"best","67","3.458157","0.6916314",1.6,"SR"
"best","68","1.150259","0.2300518",1.6,"SR"
"best","69","7.251079","1.4502158",1.6,"SR"
"best","70","4.731212","0.9462424",1.6,"SR"
"best","71","0.891453","0.1782906",1.6,"SR"
"best","72","2.807183","0.5614366",1.6,"SR"
"best","73","4.765219","0.9530438",1.6,"SR"
"best","74","2.763411","0.5526822",1.6,"SR"
"best","75","3.465285","0.693057",1.6,"SR"
"best","76","2.66971","0.533942",1.6,"SR"
"best","77","3.84681","0.769362",1.6,"SR"
"best","78","3.482268","0.6964536",1.6,"SR"
"best","79","5.353726","1.0707452",1.6,"SR"
"best","80","8.484499","1.6968998",1.6,"SR"
"best","81","4.827561","0.9655122",1.6,"SR"
"best","82","7.751117","1.5502234",1.6,"SR"
"best","83","5.974606","1.1949212",1.6,"SR"
"best","84","7.853538","1.5707076",1.6,"SR"
"best","85","3.917757","0.7835514",1.6,"SR"
"best","86","6.448072","1.2896144",1.6,"SR"
"best","87","3.767914","0.7535828",1.6,"SR"
"best","88","5.185755","1.037151",1.6,"SR"
"best","89","1.655682","0.3311364",1.6,"SR"
"best","90","3.743768","0.7487536",1.6,"SR"
"best","91","6.510785","1.302157",1.6,"SR"
"best","92","3.240065","0.648013",1.6,"SR"
"best","93","4.374409","0.8748818",1.6,"SR"
"best","94","6.60018","1.320036",1.6,"SR"
"best","95","3.332793","0.6665586",1.6,"SR"
"best","96","2.134191","0.4268382",1.6,"SR"
"best","97","2.552246","0.5104492",1.6,"SR"
"best","98","6.8677","1.37354",1.6,"SR"
"best","99","3.851754","0.7703508",1.6,"SR"
"best","100","3.068262","0.6136524",1.6,"SR"
"best","101","4.780267","0.9560534",1.6,"SR"
"best","102","4.221763","0.8443526",1.6,"SR"
"best","103","5.868412","1.1736824",1.6,"SR"
"best","104","8.896963","1.7793926",1.6,"SR"
"best","105","3.211997","0.6423994",1.6,"SR"
"best","106","2.99778","0.599556",1.6,"SR"
"best","107","2.735444","0.5470888",1.6,"SR"
"best","108","7.426148","1.4852296",1.6,"SR"
"best","109","4.441877","0.8883754",1.6,"SR"
"best","110","3.21893","0.643786",1.6,"SR"
"best","111","5.556108","1.1112216",1.6,"SR"
"best","112","6.82561","1.365122",1.6,"SR"
"best","113","4.056438","0.8112876",1.6,"SR"
"best","114","4.204937","0.8409874",1.6,"SR"
"best","115","3.887323","0.7774646",1.6,"SR"
"best","116","3.677984","0.7355968",1.6,"SR"
"best","117","8.104916","1.6209832",1.6,"SR"
"best","118","2.727896","0.5455792",1.6,"SR"
"best","119","4.464998","0.8929996",1.6,"SR"
"best","120","10.278096","2.0556192",1.6,"SR"
"best","121","5.283045","1.056609",1.6,"SR"
"best","122","4.711243","0.9422486",1.6,"SR"
"best","123","3.759405","0.751881",1.6,"SR"
"best","124","5.410139","1.0820278",1.6,"SR"
"best","125","4.368166","0.8736332",1.6,"SR"
"best","126","3.404214","0.6808428",1.6,"SR"
"best","127","8.874166","1.7748332",1.6,"SR"
"best","128","3.301081","0.6602162",1.6,"SR"
"best","129","6.225975","1.245195",1.6,"SR"
"best","130","9.733559","1.9467118",1.6,"SR"
"best","131","4.512787","0.9025574",1.6,"SR"
"best","132","2.768494","0.5536988",1.6,"SR"
"best","133","3.026092","0.6052184",1.6,"SR"
"best","134","5.494684","1.0989368",1.6,"SR"
"best","135","7.602708","1.5205416",1.6,"SR"
"best","136","4.738084","0.9476168",1.6,"SR"
"best","137","7.207019","1.4414038",1.6,"SR"
"best","138","5.899112","1.1798224",1.6,"SR"
"best","139","4.075713","0.8151426",1.6,"SR"
"best","140","1.717639","0.3435278",1.6,"SR"
"best","141","1.997002","0.3994004",1.6,"SR"
"best","142","3.118123","0.6236246",1.6,"SR"
"best","143","4.812998","0.9625996",1.6,"SR"
"best","144","4.154368","0.8308736",1.6,"SR"
"best","145","9.373553","1.8747106",1.6,"SR"
"best","146","3.15841","0.631682",1.6,"SR"
"best","147","3.074396","0.6148792",1.6,"SR"
"best","148","5.374803","1.0749606",1.6,"SR"
"best","149","3.531299","0.7062598",1.6,"SR"
"best","150","3.119123","0.6238246",1.6,"SR"
"best","151","3.266009","0.6532018",1.6,"SR"
"best","152","4.761468","0.9522936",1.6,"SR"
"best","153","4.892916","0.9785832",1.6,"SR"
"best","154","4.544304","0.9088608",1.6,"SR"
"best","155","3.324327","0.6648654",1.6,"SR"
"best","156","4.875095","0.975019",1.6,"SR"
"best","157","5.556699","1.1113398",1.6,"SR"
"best","158","5.769342","1.1538684",1.6,"SR"
"best","159","6.364186","1.2728372",1.6,"SR"
"best","160","2.822606","0.5645212",1.6,"SR"
"best","161","4.920585","0.984117",1.6,"SR"
"best","162","1.154704","0.2309408",1.6,"SR"
"best","163","5.093206","1.0186412",1.6,"SR"
"best","164","6.221474","1.2442948",1.6,"SR"
"best","165","3.678356","0.7356712",1.6,"SR"
"best","166","11.342614","2.2685228",1.6,"SR"
"best","167","3.561823","0.7123646",1.6,"SR"
"best","168","3.749878","0.7499756",1.6,"SR"
"best","169","2.891061","0.5782122",1.6,"SR"
"best","170","5.199865","1.039973",1.6,"SR"
"best","171","4.149197","0.8298394",1.6,"SR"
"best","172","5.063808","1.0127616",1.6,"SR"
"best","173","4.37184","0.874368",1.6,"SR"
"best","174","9.946443","1.9892886",1.6,"SR"
"best","175","6.696386","1.3392772",1.6,"SR"
"best","176","1.067829","0.2135658",1.6,"SR"
"best","177","3.883412","0.7766824",1.6,"SR"
"best","178","6.087677","1.2175354",1.6,"SR"
"best","179","5.454356","1.0908712",1.6,"SR"
"best","180","7.426942","1.4853884",1.6,"SR"
"best","181","4.452991","0.8905982",1.6,"SR"
"best","182","2.401475","0.480295",1.6,"SR"
"best","183","3.249556","0.6499112",1.6,"SR"
"best","184","5.607089","1.1214178",1.6,"SR"
"best","185","4.316523","0.8633046",1.6,"SR"
"best","186","2.369378","0.4738756",1.6,"SR"
"best","187","3.359065","0.671813",1.6,"SR"
"best","188","4.039452","0.8078904",1.6,"SR"
"best","189","3.945005","0.789001",1.6,"SR"
"best","190","3.124394","0.6248788",1.6,"SR"
"best","191","5.725951","1.1451902",1.6,"SR"
"best","192","8.611535","1.722307",1.6,"SR"
"best","193","4.061585","0.812317",1.6,"SR"
"best","194","3.153342","0.6306684",1.6,"SR"
"best","195","5.526946","1.1053892",1.6,"SR"
"best","196","7.601713","1.5203426",1.6,"SR"
"best","197","4.544724","0.9089448",1.6,"SR"
"best","198","3.088256","0.6176512",1.6,"SR"
"best","199","7.716794","1.5433588",1.6,"SR"
"best","200","4.574294","0.9148588",1.6,"SR"
"best","201","3.840941","0.7681882",1.6,"SR"
"best","202","4.153403","0.8306806",1.6,"SR"
"best","203","5.243454","1.0486908",1.6,"SR"
"best","204","4.563676","0.9127352",1.6,"SR"
"best","205","3.12729","0.625458",1.6,"SR"
"best","206","6.49543","1.299086",1.6,"SR"
"best","207","4.386643","0.8773286",1.6,"SR"
"best","208","8.596525","1.719305",1.6,"SR"
"best","209","3.109533","0.6219066",1.6,"SR"
"best","210","4.076888","0.8153776",1.6,"SR"
"best","211","4.665838","0.9331676",1.6,"SR"
"best","212","4.782653","0.9565306",1.6,"SR"
"best","213","5.063222","1.0126444",1.6,"SR"
"best","214","4.146113","0.8292226",1.6,"SR"
"best","215","7.932464","1.5864928",1.6,"SR"
"best","216","3.485019","0.6970038",1.6,"SR"
"best","217","3.405084","0.6810168",1.6,"SR"
"best","218","0.855557","0.1711114",1.6,"SR"
"best","219","3.333142","0.6666284",1.6,"SR"
"best","220","7.437898","1.4875796",1.6,"SR"
"best","221","6.445744","1.2891488",1.6,"SR"
"best","222","4.751016","0.9502032",1.6,"SR"
"best","223","4.094746","0.8189492",1.6,"SR"
"best","224","5.621738","1.1243476",1.6,"SR"
"best","225","8.359832","1.6719664",1.6,"SR"
"best","226","3.216364","0.6432728",1.6,"SR"
"best","227","2.57618","0.515236",1.6,"SR"
"best","228","5.018326","1.0036652",1.6,"SR"
"best","229","4.885775","0.977155",1.6,"SR"
"best","230","3.594606","0.7189212",1.6,"SR"
"best","231","4.493385","0.898677",1.6,"SR"
"best","232","2.981673","0.5963346",1.6,"SR"
"best","233","3.923348","0.7846696",1.6,"SR"
