"model","rep","total_blens","mean_blens","blens","system"
"best","1","0.433133","0.0866266",0.1,"RBD"
"best","2","0.445928","0.0891856",0.1,"RBD"
"best","3","0.627519","0.1255038",0.1,"RBD"
"best","4","0.521639","0.1043278",0.1,"RBD"
"best","5","0.678565","0.135713",0.1,"RBD"
"best","6","0.458539","0.0917078",0.1,"RBD"
"best","7","0.367915","0.073583",0.1,"RBD"
"best","8","0.397198","0.0794396",0.1,"RBD"
"best","9","0.328891","0.0657782",0.1,"RBD"
"best","10","0.377552","0.0755104",0.1,"RBD"
"best","11","0.541683","0.1083366",0.1,"RBD"
"best","12","0.37231","0.074462",0.1,"RBD"
"best","13","0.475429","0.0950858",0.1,"RBD"
"best","14","0.334341","0.0668682",0.1,"RBD"
"best","15","0.417499","0.0834998",0.1,"RBD"
"best","16","0.332961","0.0665922",0.1,"RBD"
"best","17","0.579284","0.1158568",0.1,"RBD"
"best","18","0.512128","0.1024256",0.1,"RBD"
"best","19","0.541771","0.1083542",0.1,"RBD"
"best","20","0.411643","0.0823286",0.1,"RBD"
"best","21","0.508556","0.1017112",0.1,"RBD"
"best","22","0.489899","0.0979798",0.1,"RBD"
"best","23","0.733987","0.1467974",0.1,"RBD"
"best","24","0.622003","0.1244006",0.1,"RBD"
"best","25","0.361645","0.072329",0.1,"RBD"
"best","26","0.472809","0.0945618",0.1,"RBD"
"best","27","0.69891","0.139782",0.1,"RBD"
"best","28","0.542558","0.1085116",0.1,"RBD"
"best","29","0.399982","0.0799964",0.1,"RBD"
"best","30","0.499234","0.0998468",0.1,"RBD"
"best","31","0.518768","0.1037536",0.1,"RBD"
"best","32","0.444728","0.0889456",0.1,"RBD"
"best","33","0.34908","0.069816",0.1,"RBD"
"best","34","0.421112","0.0842224",0.1,"RBD"
"best","35","0.54171","0.108342",0.1,"RBD"
"best","36","0.441764","0.0883528",0.1,"RBD"
"best","37","0.406059","0.0812118",0.1,"RBD"
"best","38","0.455534","0.0911068",0.1,"RBD"
"best","39","0.508955","0.101791",0.1,"RBD"
"best","40","0.877207","0.1754414",0.1,"RBD"
"best","41","0.437171","0.0874342",0.1,"RBD"
"best","42","0.579081","0.1158162",0.1,"RBD"
"best","43","0.375702","0.0751404",0.1,"RBD"
"best","44","0.454109","0.0908218",0.1,"RBD"
"best","45","0.521435","0.104287",0.1,"RBD"
"best","46","0.527428","0.1054856",0.1,"RBD"
"best","47","0.470868","0.0941736",0.1,"RBD"
"best","48","0.543419","0.1086838",0.1,"RBD"
"best","49","0.388202","0.0776404",0.1,"RBD"
"best","50","0.504368","0.1008736",0.1,"RBD"
"best","51","0.582402","0.1164804",0.1,"RBD"
"best","52","0.273522","0.0547044",0.1,"RBD"
"best","53","0.607282","0.1214564",0.1,"RBD"
"best","54","0.530571","0.1061142",0.1,"RBD"
"best","55","0.522796","0.1045592",0.1,"RBD"
"best","56","0.353168","0.0706336",0.1,"RBD"
"best","57","0.421383","0.0842766",0.1,"RBD"
"best","58","0.42228","0.084456",0.1,"RBD"
"best","59","0.662136","0.1324272",0.1,"RBD"
"best","60","0.645708","0.1291416",0.1,"RBD"
"best","61","0.371208","0.0742416",0.1,"RBD"
