"model","rep","total_blens","mean_blens","blens","system"
"best","1","0.434201","0.0868402",0.1,"SR"
"best","2","0.407581","0.0815162",0.1,"SR"
"best","3","0.439695","0.087939",0.1,"SR"
"best","4","0.511981","0.1023962",0.1,"SR"
"best","5","0.443568","0.0887136",0.1,"SR"
"best","6","0.371939","0.0743878",0.1,"SR"
"best","7","0.226198","0.0452396",0.1,"SR"
"best","8","0.386941","0.0773882",0.1,"SR"
"best","9","0.453803","0.0907606",0.1,"SR"
"best","10","0.454289","0.0908578",0.1,"SR"
"best","11","0.558235","0.111647",0.1,"SR"
"best","12","0.472313","0.0944626",0.1,"SR"
"best","13","0.605917","0.1211834",0.1,"SR"
"best","14","0.841903","0.1683806",0.1,"SR"
"best","15","0.417746","0.0835492",0.1,"SR"
"best","16","0.432169","0.0864338",0.1,"SR"
"best","17","0.425701","0.0851402",0.1,"SR"
"best","18","0.411966","0.0823932",0.1,"SR"
"best","19","0.456093","0.0912186",0.1,"SR"
"best","20","0.518778","0.1037556",0.1,"SR"
"best","21","0.310005","0.062001",0.1,"SR"
"best","22","0.387881","0.0775762",0.1,"SR"
"best","23","0.963905","0.192781",0.1,"SR"
"best","24","0.58017","0.116034",0.1,"SR"
"best","25","0.560204","0.1120408",0.1,"SR"
"best","26","0.523604","0.1047208",0.1,"SR"
"best","27","0.610467","0.1220934",0.1,"SR"
"best","28","0.870757","0.1741514",0.1,"SR"
"best","29","0.505855","0.101171",0.1,"SR"
"best","30","0.342445","0.068489",0.1,"SR"
"best","31","0.368141","0.0736282",0.1,"SR"
"best","32","0.556022","0.1112044",0.1,"SR"
"best","33","0.38776","0.077552",0.1,"SR"
"best","34","0.337124","0.0674248",0.1,"SR"
"best","35","0.67679","0.135358",0.1,"SR"
"best","36","0.953718","0.1907436",0.1,"SR"
"best","37","0.559351","0.1118702",0.1,"SR"
"best","38","0.387076","0.0774152",0.1,"SR"
"best","39","0.26441","0.052882",0.1,"SR"
"best","40","0.560641","0.1121282",0.1,"SR"
"best","41","0.433035","0.086607",0.1,"SR"
"best","42","0.614655","0.122931",0.1,"SR"
"best","43","0.408305","0.081661",0.1,"SR"
"best","44","0.412694","0.0825388",0.1,"SR"
"best","45","0.799795","0.159959",0.1,"SR"
"best","46","0.608083","0.1216166",0.1,"SR"
"best","47","0.39135","0.07827",0.1,"SR"
"best","48","0.466167","0.0932334",0.1,"SR"
"best","49","0.476939","0.0953878",0.1,"SR"
"best","50","0.377417","0.0754834",0.1,"SR"
"best","51","0.703129","0.1406258",0.1,"SR"
"best","52","0.3053","0.06106",0.1,"SR"
